emb 0,emb 1,emb 2,emb 3,emb 4,emb 5,emb 6,emb 7,labels
1.6862264,0.5934093,0.8799701,1.355084,0.8242169,0.8855213,2.7081869,2.5513463,surprise
1.4713967,0.7966853,1.1614828,1.4249878,0.72657126,1.0406103,2.54583,2.4899259,surprise
1.49709,0.74529475,0.73727316,1.619916,0.7485633,1.1244218,2.4112399,2.5102274,surprise
1.1472976,0.55873555,0.5326855,2.0328803,0.6195874,1.0993809,2.5182664,2.326253,surprise
1.6007487,0.8881009,0.94307077,1.6834303,0.91269934,0.9062498,2.616784,2.4756033,surprise
1.3840153,0.60996187,0.79952395,1.7253358,0.4044812,1.2641368,2.498244,2.610092,surprise
1.5285344,0.734377,0.54084986,1.9182632,0.47135207,1.0905517,2.5988505,2.2748914,surprise
1.5080236,0.6992497,0.9473124,1.4004265,0.8049194,1.1794499,2.4795654,2.7561252,surprise
1.3849497,0.6552863,0.7622629,1.6749799,0.75780946,0.85750496,2.6635952,2.3545032,surprise
1.6679024,0.8583713,0.6135077,1.7674896,0.5170668,1.1765989,2.6911972,2.4766648,surprise
1.3676207,0.70697135,0.9566487,1.9366552,0.5026583,0.9452558,2.7104104,2.411251,surprise
1.7110513,0.52929676,1.0398935,1.685728,0.5260508,1.0117639,2.6282902,2.541241,surprise
1.1411847,0.7368478,1.2503248,1.7475928,0.6883779,0.8374748,2.6124468,2.5243943,surprise
1.5543059,0.7975892,1.0152496,1.7704055,0.39407045,1.2656196,2.5187385,2.366498,surprise
1.6443679,0.70639527,0.91362256,1.7647867,0.58279973,0.8792017,2.7669466,2.4825106,surprise
1.5058756,0.7200204,0.6942091,1.5843849,0.62047833,1.090679,2.5553305,2.3932872,surprise
1.5820343,0.57392055,0.89442104,1.5208933,0.78736705,0.9537651,2.5922,2.5616899,surprise
1.2055157,0.73463756,1.0901744,1.6637074,0.5570956,0.8953661,2.6408165,2.3290339,surprise
1.4522738,0.60584503,1.0649961,1.637006,0.41400015,1.1125455,2.5545583,2.2764597,surprise
1.4181198,0.45010254,0.93613416,1.8971368,0.6775797,1.1623286,2.4097486,2.6141005,surprise
1.4506376,0.69461066,0.6445168,1.8942481,0.41948363,1.1644127,2.5126731,2.1989174,surprise
1.3156333,0.6647914,0.85043424,1.8987999,0.4702999,0.978326,2.7817926,2.4976559,surprise
1.3506196,0.6251383,0.67554176,1.9839439,0.50921124,1.1734614,2.4853318,2.3189268,surprise
1.4325318,0.52616745,0.8676028,1.6997367,0.42824212,0.9558128,2.9276435,2.618324,surprise
1.4532689,0.4934639,0.7271058,1.5850282,0.59714985,1.0409338,2.6870263,2.633687,surprise
1.81861,0.84609574,1.4429805,1.4904193,0.45994368,1.1069552,2.0027325,2.2215822,surprise
1.3975383,0.5858396,0.7969166,1.8954313,0.9328074,0.9014437,2.5584507,2.4997275,surprise
1.8101983,0.64495766,0.91204214,1.842137,0.6021609,1.0752444,2.4780014,2.473093,surprise
1.2886441,0.5716665,0.6789902,1.8969287,0.38675916,1.1856676,2.6256256,2.5003376,surprise
1.3335569,0.5566895,0.71757084,1.7233098,0.5156607,0.83388335,2.6724896,2.0550954,surprise
1.7045401,0.74018836,0.95095396,1.7694175,0.28529927,1.2780046,2.5697641,2.4461648,surprise
1.6168948,0.47306928,0.8978841,1.5974131,0.5552715,1.2606965,2.296954,2.7160969,surprise
1.3663092,0.67306167,0.9924049,1.8133612,0.69922155,0.7819529,2.5952432,2.3404336,surprise
1.3692901,0.37222746,0.74708647,1.6005316,0.437758,1.0778445,2.5946379,2.4249253,surprise
1.7111014,0.56575084,0.762241,1.6133,0.6046922,0.93504715,2.8459551,2.671914,surprise
1.8849239,0.6494587,0.9593839,1.5520765,0.52937096,0.9268536,2.6818,2.4148555,surprise
1.6556053,0.68212163,0.5270107,1.7998672,0.38943142,1.3503556,2.3631551,2.4449909,surprise
1.536841,0.79320955,0.9743571,1.8681729,0.4146106,1.0808818,2.7332923,2.3705208,surprise
1.563884,0.44551206,1.0320791,1.314602,0.5346749,1.0341104,2.6151538,2.569288,surprise
1.4580127,0.79060036,1.0229281,1.7116545,0.62240076,0.88752824,2.5734193,2.3213975,surprise
1.938947,0.59701216,0.9841991,1.8876846,0.45106786,0.91080564,2.734396,2.4567158,surprise
1.8101983,0.64495766,0.91204214,1.842137,0.6021609,1.0752444,2.4780014,2.473093,surprise
1.4038774,0.6192422,0.63079816,1.7560283,0.49966326,1.1992413,2.4966648,2.4790516,surprise
1.3250941,0.47721463,0.98028934,1.5144024,0.7503005,0.9691325,2.4878554,2.481753,surprise
1.49709,0.7452947,0.73727316,1.619916,0.7485633,1.1244218,2.4112396,2.5102272,surprise
1.5818348,0.74366796,1.1974777,1.6748288,0.6692339,0.91872144,2.5464764,2.3751364,surprise
1.613743,0.64743114,0.87965894,1.8486902,0.67852974,1.1964378,2.487778,2.6869574,surprise
1.591373,0.84938973,0.71358985,1.7317666,0.62342244,0.89890796,2.7543263,2.2839909,surprise
1.8851863,0.70697784,1.107975,1.7279967,0.47043532,0.9602856,2.5216844,2.2764282,surprise
1.4938341,0.98996145,1.0545452,1.778236,0.87138844,0.85424584,2.7274895,2.6628597,surprise
1.4532689,0.4934639,0.7271058,1.5850282,0.59714985,1.0409338,2.6870263,2.633687,surprise
1.2305337,0.6214132,0.7535609,1.7568971,0.582781,0.8920657,2.669964,2.2188444,surprise
1.6416266,0.6722436,1.0500748,1.9594513,0.7144198,1.2027891,2.3154845,2.535123,surprise
1.7601912,0.24605076,0.8994513,1.6113602,0.76192105,1.0199226,2.2952118,2.625949,surprise
1.6862264,0.5934093,0.8799701,1.355084,0.8242169,0.8855213,2.7081869,2.5513463,surprise
1.1605428,0.63531184,0.9573134,1.6622664,0.5420453,0.94374174,2.6621697,2.2835178,surprise
1.5352035,0.68959063,0.96700853,1.787741,0.57918155,1.1855925,2.39825,2.474686,surprise
1.0764558,0.54849845,0.82204545,1.606487,0.5695637,1.1191281,2.5077941,2.3579814,surprise
1.178657,0.6907032,0.65499943,1.6215063,0.5049806,1.2850926,2.4465184,2.4187696,surprise
1.8918195,0.49127075,0.8430352,1.8302534,0.38406837,1.283525,2.4926968,2.7649682,surprise
1.6040266,0.3944011,1.0306373,1.5982897,0.44713885,1.023074,2.6218512,2.4152703,surprise
1.9120756,0.81326824,0.8374577,1.9506296,0.7091352,0.968012,2.6870162,2.4691324,surprise
1.4597,0.9120841,0.8684747,1.7075169,0.854902,1.0036222,2.6205657,2.4565578,surprise
1.6608995,0.59080356,1.1104499,1.4872452,0.551929,1.0862693,2.6658993,2.6753044,surprise
1.8454524,0.7054358,1.1309525,1.6453116,0.30764762,1.113845,2.7691698,2.4762726,surprise
1.3558421,0.43497324,0.535354,1.9143401,0.7681217,0.9951843,2.4609861,2.4858675,surprise
1.5619055,0.5106086,0.6024927,1.4921945,0.7222159,0.9965319,2.4679568,2.4541414,surprise
1.7033875,0.8545961,1.060737,1.991646,0.6892633,1.1563458,2.4027174,2.4619467,surprise
1.7158641,0.5523679,0.7471298,1.7374091,0.48136413,1.0189629,2.5527656,2.3472092,surprise
1.4038774,0.6192422,0.63079816,1.7560283,0.49966326,1.1992413,2.4966648,2.4790516,surprise
1.4532689,0.4934639,0.7271058,1.5850282,0.59714985,1.0409338,2.6870263,2.633687,surprise
1.4024096,0.5713469,0.73376745,1.9405911,0.56735384,1.0109211,2.5263515,2.2726111,surprise
1.6467973,0.68541956,1.0212982,1.9684502,0.7092772,0.89051867,2.55991,2.4051216,surprise
1.6446953,0.6322188,0.78504527,1.6209054,0.56761557,1.0736434,2.5989656,2.5418527,surprise
1.5543059,0.7975892,1.0152496,1.7704055,0.39407045,1.2656196,2.5187385,2.366498,surprise
1.2756149,0.92607546,0.8840302,1.7805309,0.6634374,1.0018198,2.6887975,2.463463,surprise
1.3836728,0.5329209,0.92181927,1.7859364,0.29222566,1.2470931,2.513259,2.4279969,surprise
1.6007487,0.8881009,0.94307077,1.6834303,0.91269934,0.9062498,2.616784,2.4756033,surprise
1.6569277,0.8134294,0.647466,1.6929631,0.52751076,1.0193907,2.6702063,2.2716117,surprise
1.6942726,0.76077384,0.8435696,1.7610323,0.5635551,1.0866243,2.7990682,2.5637188,surprise
1.4828525,0.8215938,0.7977425,1.698586,0.9537118,1.1256852,2.4874868,2.5584035,surprise
1.8060013,0.36494026,0.78387505,1.562232,0.43473855,1.1614045,2.495743,2.6799107,surprise
1.8229526,0.9664756,0.9689244,1.2439412,0.5469237,1.1653862,2.2356417,2.6264248,surprise
1.554058,0.6804032,0.8217476,1.7611265,0.2782695,1.411882,2.3511095,2.5237372,surprise
1.3434619,0.74166936,0.6546712,1.6220515,0.7781663,0.98489183,2.578342,2.306913,surprise
1.243709,0.7523254,1.0851965,1.6945462,0.63656706,1.0533102,2.5769083,2.5130177,surprise
1.2349064,0.57488304,0.8337475,1.8432019,0.36505604,1.0604928,2.7166479,2.1956472,surprise
1.1998067,0.80483836,0.9091845,1.8424114,0.3943257,1.2080486,2.7243848,2.3682525,surprise
1.184603,0.5562497,0.6283946,1.7441473,0.633205,1.1149486,2.5540378,2.5689766,surprise
1.7749666,0.5813533,1.0270495,1.657757,0.5083966,1.00665,2.7229311,2.616592,surprise
1.4762057,0.54303104,0.67356104,1.8232194,0.93060493,0.7705934,2.5375278,2.439908,surprise
1.6039013,0.5416407,1.1812209,1.5904186,0.3523491,1.1720558,2.5696552,2.6904726,surprise
1.4806627,0.48604187,0.787691,2.0756655,0.6191361,0.90944827,2.6571894,2.420132,surprise
1.7081519,0.6662817,0.9419339,1.9317429,0.48407763,1.0662742,2.5837584,2.4248416,surprise
1.553743,0.5243832,0.9593622,1.2217118,0.54508513,1.0402446,2.6666086,2.6387992,surprise
1.4938341,0.98996145,1.0545452,1.778236,0.87138844,0.85424584,2.7274895,2.6628597,surprise
1.7367033,0.53716254,0.8902353,1.8876404,0.5292059,1.0500947,2.6002421,2.565939,surprise
1.4230599,0.77004963,0.89030147,1.4608039,0.5725307,1.2830226,2.5606337,2.4630642,surprise
1.3006569,0.48902047,0.9935574,1.6963593,0.7048608,1.1536609,2.3594944,2.5421143,surprise
1.6389403,0.6258144,1.205003,1.5962332,0.31995705,1.1126513,2.627123,2.3973007,surprise
1.6337757,0.7433199,1.0377015,1.8198937,0.6562895,1.0449616,2.5116518,2.3652503,surprise
1.4859537,0.5842275,0.72269666,1.9246794,0.22256082,1.1446987,2.724038,2.3643358,surprise
1.553743,0.5243832,0.9593622,1.2217118,0.54508513,1.0402446,2.6666086,2.6387992,surprise
1.5052387,0.77931577,0.9404037,2.0647154,0.49944454,1.2600516,2.4494805,2.3686776,surprise
1.6939296,0.33248705,0.9780444,1.7102855,0.74937606,1.061138,2.2698417,2.4933722,surprise
1.222282,0.71886575,0.7990977,1.5856186,0.6228377,1.0799016,2.5195818,2.237363,surprise
1.6685277,0.5376072,0.9469385,1.5504826,0.818211,1.0204172,2.4500139,2.771792,surprise
1.4246049,0.51059234,0.6844589,1.7125353,0.55106694,1.0046676,2.9033315,2.8043432,surprise
1.3348508,0.8166396,1.1338634,1.6245817,0.5630175,1.0123565,2.8194628,2.606684,surprise
1.6569277,0.8134294,0.647466,1.6929631,0.52751076,1.0193907,2.6702063,2.2716117,surprise
1.2305337,0.6214132,0.7535609,1.7568971,0.582781,0.8920657,2.669964,2.2188444,surprise
1.591373,0.84938973,0.71358985,1.7317666,0.62342244,0.89890796,2.7543263,2.2839909,surprise
1.6569277,0.8134294,0.647466,1.6929631,0.52751076,1.0193907,2.6702063,2.2716117,surprise
1.5476274,0.6641849,0.7994842,1.7009914,0.31302056,1.1359912,2.8456109,2.5630631,surprise
1.4126121,0.4451417,0.58991414,1.4915471,0.3436267,1.0981052,2.6437836,2.2894526,surprise
1.6556053,0.68212163,0.5270107,1.7998672,0.38943142,1.3503556,2.3631551,2.4449909,surprise
1.3820499,0.7299676,1.1216424,1.3471557,0.6801536,1.0565375,2.6552308,2.5224762,surprise
1.1411847,0.7368478,1.2503248,1.7475928,0.6883779,0.8374748,2.6124468,2.5243943,surprise
1.7045401,0.74018836,0.95095396,1.7694175,0.28529927,1.2780046,2.5697641,2.4461648,surprise
1.3908744,0.51189065,0.95022523,1.6006114,0.5999766,1.0689666,2.5109231,2.4428267,surprise
1.4370778,0.5083584,1.0420748,1.4597509,0.4265479,1.0833657,2.8823688,2.7513852,surprise
1.2522577,0.6688287,0.5452103,2.110824,0.74427027,1.0930026,2.593738,2.5508072,surprise
1.6342474,0.7513558,0.9250041,1.9081941,0.76835996,0.9146512,2.4581008,2.272992,surprise
1.6974194,0.8349929,0.93863755,1.5911018,0.8055338,0.924304,2.577499,2.3678753,surprise
1.2127416,0.58948,0.860531,1.7825885,0.65763915,0.8895741,2.5140002,2.1904595,surprise
1.2200773,0.5873039,0.7420027,1.714826,0.41564277,1.1368623,2.6446893,2.4431784,surprise
1.8892165,0.5967631,0.9908896,1.8372462,0.38002995,0.9715861,2.6090407,2.32768,surprise
1.3640956,0.59075177,1.1673863,1.5451028,0.626294,0.9897082,2.5933847,2.6508346,surprise
1.509762,0.5988775,0.80137116,1.7074829,0.3542164,1.1507088,2.7819195,2.6200976,surprise
1.2756149,0.92607546,0.8840302,1.7805309,0.6634374,1.0018198,2.6887975,2.463463,surprise
1.4816768,0.8164751,0.8540917,1.684908,0.5404334,1.147827,2.5389404,2.2384942,surprise
1.7033875,0.8545961,1.060737,1.991646,0.6892633,1.1563458,2.4027174,2.4619467,surprise
1.2181938,0.57078975,0.9295602,1.9497902,0.9506839,1.1498563,2.4501917,2.6028664,surprise
1.5857022,0.6946084,1.0270871,1.7167667,0.47645605,1.2148117,2.58785,2.7105687,surprise
1.5185378,0.7078567,0.98250985,1.9211675,0.68045086,1.1590128,2.4007468,2.5043466,surprise
1.5121828,0.6111552,0.9661031,1.3878742,0.59864134,0.9602911,2.8876843,2.4742088,surprise
1.5334363,0.5791967,0.77919525,1.7205213,0.40522334,1.0168148,2.7835956,2.514297,surprise
1.962622,0.8014389,1.2488031,1.5749416,0.51051056,1.002844,2.3458536,2.2036283,surprise
1.3757997,0.78561103,1.0390743,1.6166767,0.70554864,0.8113214,2.6974797,2.4095182,surprise
1.5755128,0.6668298,0.6659951,2.0123224,0.71085507,1.106379,2.4901924,2.584756,surprise
1.553743,0.5243832,0.9593622,1.2217118,0.54508513,1.0402446,2.6666086,2.6387992,surprise
1.6467973,0.68541956,1.0212982,1.9684502,0.7092772,0.89051867,2.55991,2.4051216,surprise
1.5182328,0.66242135,1.1487616,1.6042163,0.6196646,0.8527771,2.7988417,2.5467174,surprise
1.6555628,1.0691653,0.9628574,1.5730605,1.027367,0.9780248,2.711039,2.652157,surprise
1.553743,0.5243832,0.9593622,1.2217118,0.54508513,1.0402446,2.6666086,2.6387992,surprise
1.5487021,0.945552,0.75618404,1.8186789,0.98890567,0.9167115,2.663889,2.5300767,surprise
1.2349064,0.57488304,0.8337475,1.8432019,0.36505604,1.0604928,2.7166479,2.1956472,surprise
1.4637034,0.34663942,0.82551646,1.8921876,0.624568,0.88901746,2.8256295,2.7687366,surprise
1.3777783,0.6172553,0.6834362,1.8586929,0.7023539,0.9219276,2.4975705,2.2230957,surprise
1.5136143,0.38287875,0.6871237,1.4614294,0.6140454,1.1222483,2.4183972,2.6706874,surprise
1.2200779,0.50320005,0.91480005,1.7143902,0.51670027,1.0748389,2.6320996,2.5374522,surprise
1.4828525,0.8215938,0.7977425,1.698586,0.9537118,1.1256852,2.4874868,2.5584035,surprise
1.184603,0.5562497,0.6283946,1.7441473,0.633205,1.1149486,2.5540378,2.5689766,surprise
1.1411617,0.65623057,0.7306036,1.7067362,0.73144364,0.9814574,2.6583703,2.424235,surprise
1.4714448,0.572382,0.9717015,1.7070312,0.69848675,1.0966716,2.4383185,2.5811539,surprise
1.405833,0.60403484,0.76627654,1.641594,0.9748936,0.91425556,2.558009,2.5590198,surprise
1.4572867,0.7500553,1.1106061,1.74726,0.7650499,0.89053667,2.7512753,2.7471569,surprise
1.4097599,0.42136025,0.9109911,1.4535118,0.57384753,0.97088224,2.684373,2.5068507,surprise
1.5080236,0.6992497,0.9473124,1.4004265,0.8049194,1.1794499,2.4795654,2.7561252,surprise
1.9163876,0.8712641,1.2669365,1.9830185,0.5645346,0.93764716,2.6017575,2.4176507,surprise
1.1290184,0.32881254,0.874479,1.7729057,0.64526844,1.0126773,2.7442176,2.7737517,surprise
1.2055157,0.73463756,1.0901744,1.6637074,0.5570956,0.8953661,2.6408165,2.3290339,surprise
1.5166236,0.7613177,0.7280346,1.8246917,0.7695157,0.9882683,2.6232946,2.3955052,surprise
1.2181938,0.57078975,0.9295602,1.9497902,0.9506839,1.1498563,2.4501917,2.6028664,surprise
1.2240051,0.5690356,1.0710491,1.7788314,0.6643646,0.965606,2.5658154,2.5499678,surprise
1.6567619,0.2727736,1.061436,1.9176692,0.61641824,1.0512283,2.4784944,2.4041228,surprise
1.3665829,0.5068432,0.57956856,1.4797317,0.4396723,1.2449918,2.4955053,2.5293417,surprise
1.6810613,0.6075728,0.5695175,1.9725347,0.64104414,0.97129554,2.5387626,2.3172517,surprise
1.561533,0.5518735,0.7426924,1.6939499,0.5097156,0.9363964,2.5837214,2.2259982,surprise
1.222282,0.71886575,0.7990977,1.5856186,0.6228377,1.0799016,2.5195818,2.237363,surprise
1.5935717,0.5736141,0.7910334,1.6929584,0.8112815,0.88655025,2.4901118,2.3190944,surprise
1.6556053,0.68212163,0.5270107,1.7998672,0.38943142,1.3503556,2.3631551,2.4449909,surprise
1.4467955,0.58208126,0.94260424,1.6493946,0.436438,1.0734967,2.683156,2.4457293,surprise
1.3056208,0.78252304,1.1452861,1.4654781,0.7548174,1.1933582,2.5974264,2.7506561,surprise
1.33053,0.54503137,0.84195966,1.7755527,0.42069292,1.0039943,2.7762713,2.5208275,surprise
1.1998067,0.80483836,0.9091845,1.8424114,0.3943257,1.2080486,2.7243848,2.3682525,surprise
1.4156306,0.6691771,0.7559231,1.8666186,0.5111624,1.0490195,2.534823,2.27225,surprise
1.2584023,0.75622976,1.1549009,1.8382311,0.93663627,1.1548029,2.4360456,2.7249517,surprise
1.2826873,0.8285274,0.6185568,1.8120221,0.80759335,0.8128787,2.7714732,2.4380903,surprise
1.7601912,0.24605076,0.8994513,1.6113602,0.76192105,1.0199226,2.2952118,2.625949,surprise
1.6467973,0.68541956,1.0212982,1.9684502,0.7092772,0.89051867,2.55991,2.4051216,surprise
1.3676207,0.70697135,0.9566487,1.9366552,0.5026583,0.9452558,2.7104104,2.411251,surprise
1.7033875,0.8545961,1.060737,1.991646,0.6892633,1.1563458,2.4027174,2.4619467,surprise
1.611661,0.59489197,1.0959774,1.6940656,0.70487934,0.9976085,2.47844,2.495997,surprise
1.184603,0.5562497,0.6283946,1.7441473,0.633205,1.1149486,2.5540378,2.5689766,surprise
1.5080236,0.6992497,0.9473124,1.4004265,0.8049194,1.1794499,2.4795654,2.7561252,surprise
1.2910516,0.7068194,0.47880775,1.8579458,0.6679931,1.1938275,2.433112,2.4447799,surprise
1.372472,0.74486524,0.96343404,1.670094,0.81034684,0.9592199,2.4930801,2.4253442,surprise
1.462556,0.6365802,0.85645276,1.5326836,0.534193,1.1866891,2.5529487,2.525935,surprise
1.6337757,0.7433199,1.0377015,1.8198937,0.6562895,1.0449616,2.5116518,2.3652503,surprise
1.5790162,0.3718685,0.7765202,1.8998003,0.49977213,1.1082778,2.5452373,2.5626886,surprise
1.6608995,0.59080356,1.1104499,1.4872452,0.551929,1.0862693,2.6658993,2.6753044,surprise
1.2181938,0.57078975,0.9295602,1.9497902,0.9506839,1.1498563,2.4501917,2.6028664,surprise
1.467205,0.37221295,0.95487916,1.8685206,0.50897765,1.1861252,2.4213166,2.3161566,surprise
1.3484792,0.6505148,0.89140916,1.6687,0.8549056,1.1798292,2.426138,2.6440105,surprise
1.7601912,0.24605076,0.8994513,1.6113602,0.76192105,1.0199226,2.2952118,2.625949,surprise
1.8849239,0.6494587,0.9593839,1.5520765,0.52937096,0.9268536,2.6818,2.4148555,surprise
1.611661,0.59489197,1.0959774,1.6940656,0.70487934,0.9976085,2.47844,2.495997,surprise
1.2200779,0.50320005,0.91480005,1.7143902,0.51670027,1.0748389,2.6320996,2.5374522,surprise
1.8091031,0.8041101,0.7434101,1.6857977,0.5668394,1.2943289,2.4582884,2.719366,surprise
1.5180591,0.78544843,0.7831008,1.8042552,0.8804157,1.2850132,2.304836,2.6611779,surprise
1.1590598,0.61147994,0.88267636,1.6410598,0.6618119,1.2623072,2.7069955,2.8336465,surprise
1.4102801,0.62093467,0.7338995,1.803205,0.6525358,1.2385144,2.289598,2.476665,surprise
1.5337391,0.65362746,1.0024824,1.7058892,0.33406758,1.1310437,2.7249677,2.4472957,surprise
1.5699,0.38972116,0.7349934,1.7549428,0.78327847,0.7473658,2.8087556,2.782187,surprise
1.8454524,0.7054358,1.1309525,1.6453116,0.30764762,1.113845,2.7691698,2.4762726,surprise
1.6446953,0.6322188,0.78504527,1.6209054,0.56761557,1.0736434,2.5989656,2.5418527,surprise
1.2200779,0.50320005,0.91480005,1.7143902,0.51670027,1.0748389,2.6320996,2.5374522,surprise
1.7110513,0.52929676,1.0398935,1.685728,0.5260508,1.0117639,2.6282902,2.541241,surprise
1.6969055,0.69424945,0.7714391,1.5524105,0.77941096,0.9521809,2.6960166,2.4869318,surprise
1.6389403,0.6258144,1.205003,1.5962332,0.31995705,1.1126513,2.627123,2.3973007,surprise
1.3335569,0.5566895,0.71757084,1.7233098,0.5156607,0.83388335,2.6724896,2.0550954,surprise
1.1730262,0.2498629,0.86770564,2.03328,0.6549962,1.1891017,2.5871043,2.3351943,surprise
1.3317797,0.77856374,0.72948307,1.4868242,0.61602086,1.3490877,2.4469275,2.539198,surprise
1.6276389,0.6123465,1.0076336,1.5815686,0.83245903,0.9675445,2.4614217,2.4775636,surprise
1.6888224,0.43491372,1.0153381,1.4197295,0.31815422,1.0668141,2.8056664,2.6581666,surprise
1.132115,0.7648762,0.8673755,1.8303754,0.6973948,0.87474614,2.740445,2.5301745,surprise
1.4938341,0.98996145,1.0545452,1.778236,0.87138844,0.85424584,2.7274895,2.6628597,surprise
1.4078003,0.61184657,1.0654176,1.6534374,0.49869284,1.0849972,2.5222669,2.3199382,surprise
1.3640956,0.59075177,1.1673863,1.5451028,0.626294,0.9897082,2.5933847,2.6508346,surprise
1.3041319,0.6525619,0.7900961,1.8016189,0.6597607,0.9920564,2.5646415,2.388287,surprise
1.2826873,0.8285274,0.6185568,1.8120221,0.80759335,0.8128787,2.7714732,2.4380903,surprise
1.2055157,0.73463756,1.0901744,1.6637074,0.5570956,0.8953661,2.6408165,2.3290339,surprise
0.8952081,0.650493,0.6910198,1.9350275,0.7497332,1.1274999,2.634052,2.4958534,surprise
1.2228028,0.54119354,0.9718282,1.6376481,0.30166525,1.1621112,2.6591625,2.3374326,surprise
1.5487021,0.945552,0.75618404,1.8186789,0.98890567,0.9167115,2.663889,2.5300767,surprise
1.938947,0.59701216,0.9841991,1.8876846,0.45106786,0.91080564,2.734396,2.4567158,surprise
1.2832775,0.46936777,0.74539495,1.538153,0.46396497,1.1111064,2.5283728,2.2931442,surprise
1.2256478,0.73716176,0.7693772,1.8329785,0.7604533,1.1593652,2.5384598,2.5320172,surprise
1.6886493,0.50736344,0.8627004,1.7588425,0.65915227,0.9527019,2.6499968,2.5623283,surprise
1.4135396,0.7052746,0.6545044,1.6347345,0.78940845,0.95099115,2.4856756,2.231658,surprise
1.6950281,0.66207355,1.1325998,1.6753246,0.43540257,0.9222898,2.7047215,2.3953812,surprise
1.6446953,0.6322188,0.78504527,1.6209054,0.56761557,1.0736434,2.5989656,2.5418527,surprise
1.6063486,0.70100135,0.74129564,1.6932434,0.4205817,1.121669,2.5106988,2.2635617,surprise
1.5636152,0.69140816,0.7264662,1.60015,0.64147455,0.88728327,2.8813133,2.4585469,surprise
1.6991473,0.52562994,0.848641,1.4491694,0.29256657,1.0836327,2.7883866,2.5903175,surprise
1.4024096,0.5713469,0.73376745,1.9405911,0.56735384,1.0109211,2.5263515,2.2726111,surprise
0.8952081,0.650493,0.6910198,1.9350275,0.7497332,1.1274999,2.634052,2.4958534,surprise
1.6007487,0.8881009,0.94307077,1.6834303,0.91269934,0.9062498,2.616784,2.4756033,surprise
1.3986362,0.4656069,1.1190281,1.5957557,0.6240668,0.8348881,2.6714306,2.4626346,surprise
1.575121,0.7186213,0.76918,1.9876763,0.6927577,0.88012445,2.6139655,2.31055,surprise
1.3276496,0.5989188,0.7820968,1.7765986,0.39433247,1.2842743,2.467091,2.61411,surprise
1.3675267,0.65170944,1.0611223,1.6501614,0.30242956,1.16856,2.7384481,2.4498458,surprise
1.3041319,0.6525619,0.7900961,1.8016189,0.6597607,0.9920564,2.5646415,2.388287,surprise
1.5560784,0.86542046,0.6449077,1.8382126,0.64922047,1.1327784,2.568465,2.3743882,surprise
1.9556415,0.43745413,1.095298,1.4640654,0.39802536,1.0600392,2.5011437,2.529022,surprise
1.5289642,0.37969047,0.8477485,1.6566604,0.46614614,1.0188118,2.7634335,2.6523004,surprise
1.3757997,0.78561103,1.0390743,1.6166767,0.70554864,0.8113214,2.6974797,2.4095182,surprise
1.4006368,0.43872,0.86345845,1.7368827,0.17182879,1.3098762,2.5378196,2.4639919,surprise
1.3891565,0.76251304,0.91679674,1.8136078,0.5100061,1.0099239,2.5808752,2.2702706,surprise
0.8952081,0.650493,0.6910198,1.9350275,0.7497332,1.1274999,2.634052,2.4958534,surprise
1.3434619,0.74166936,0.6546712,1.6220515,0.7781663,0.98489183,2.578342,2.306913,surprise
1.3558421,0.43497324,0.535354,1.9143401,0.7681217,0.9951843,2.4609861,2.4858675,surprise
1.5908794,0.626953,1.2396003,1.68047,0.9103079,0.84442747,2.5060976,2.5715642,surprise
1.5186635,0.74581474,0.9532523,2.0695097,0.6438455,0.90470594,2.5263543,2.3335407,surprise
1.3675267,0.65170944,1.0611223,1.6501614,0.30242956,1.16856,2.7384481,2.4498458,surprise
1.5340772,0.36419734,0.47658545,1.7024184,0.62348753,0.8703113,2.7715065,2.6043525,surprise
1.3109708,0.57989424,0.9539704,2.2395382,0.6746771,1.2065531,2.4742558,2.5101564,surprise
1.4597,0.9120841,0.8684747,1.7075169,0.854902,1.0036222,2.6205657,2.4565578,surprise
1.6232449,0.6854594,1.0665618,1.5336609,0.63740766,1.063956,2.6204612,2.5881305,surprise
1.5857022,0.6946084,1.0270871,1.7167667,0.47645605,1.2148117,2.58785,2.7105687,surprise
1.8091031,0.8041101,0.7434101,1.6857977,0.5668394,1.2943289,2.4582884,2.719366,surprise
1.6679024,0.8583713,0.6135077,1.7674896,0.5170668,1.1765989,2.6911972,2.4766648,surprise
1.1290184,0.32881263,0.874479,1.7729057,0.6452685,1.0126773,2.7442176,2.7737517,surprise
1.4846818,0.59060216,0.8184179,1.5581836,0.56300235,1.0382074,2.7846785,2.5892248,surprise
1.5007496,0.5756858,1.0495288,1.681746,0.75014395,0.81460875,2.5129664,2.2528145,surprise
1.1109302,0.7255496,0.9737348,1.764768,0.57196504,0.93715763,2.6708338,2.3644874,surprise
1.405833,0.60403484,0.76627654,1.641594,0.9748936,0.91425556,2.558009,2.5590198,surprise
1.2584023,0.75622976,1.1549009,1.8382311,0.93663627,1.1548029,2.4360456,2.7249517,surprise
1.5939457,0.5999665,0.9051087,1.4727145,0.38629192,1.2685707,2.6910505,2.823784,surprise
1.6773268,0.34478328,1.1543769,1.7211818,0.4385978,0.9268786,2.761345,2.609221,surprise
1.5372087,0.45266,0.4728176,1.5663602,0.81297827,0.8210917,2.446679,2.320993,surprise
1.9120756,0.81326824,0.8374577,1.9506296,0.7091352,0.968012,2.6870162,2.4691324,surprise
